Original_BBL,2021_bbl,facility_type,environmental_concern,facility_feature,map_year,created_date,image_id,comments_string
3010080009,3010080009,Residential,Not Reported,Residential/dwelling,1938,02/08/2010,28809,No Additional Comments
3010080009,3010080009,Residential,Not Reported,Residential/dwelling,1950,02/08/2010,28810,No Additional Comments
3010080009,3010080009,Residential,Not Reported,Residential/dwelling,1969,02/08/2010,28811,No Additional Comments
3010080009,3010080009,Unknown,Not Reported,No Features Visible,1886,02/08/2010,28806,No Additional Comments
3010080009,3010080009,Residential,Not Reported,Residential/dwelling,1979,02/08/2010,28812,No Additional Comments
3055830062,3055830062,Unknown,Not Reported,No Features Visible,1980,12/07/2009,73722,No Additional Comments
3055830062,3055830062,Residential,Not Reported,Residential/dwelling,1942,12/07/2009,73718,No Additional Comments
3055830062,3055830062,Unknown,Not Reported,No Features Visible,1905,12/07/2009,73716,No Additional Comments
3055830062,3055830062,Residential,Not Reported,Residential/dwelling,1951,12/07/2009,73719,No Additional Comments
3055830062,3055830062,Residential,Not Reported,Residential/dwelling,1976,12/07/2009,73721,No Additional Comments
3055830062,3055830062,Residential,Not Reported,Residential/dwelling,1970,12/07/2009,73720,No Additional Comments
3055830062,3055830062,Residential,Not Reported,Residential/dwelling,1926,12/07/2009,73717,No Additional Comments
1002920016,1002920016,Unknown,Not Reported,Building,1894,01/11/2010,43467,No Additional Comments
3010200001,3010200001,Not reported,Not Reported,No Features Visible,1904,03/11/2015,28791,
1002920016,1002920016,Commercial,Not Reported,Store,1950,01/11/2010,43470,No Additional Comments
1002920016,1002920016,Commercial,Not Reported,Store,1980,01/11/2010,43473,No Additional Comments
1002920016,1002920016,Commercial,Not Reported,Other,1980,01/11/2010,43473,Flat (denotes a delivery service).
1002920016,1002920016,Commercial,Not Reported,Store,1923,01/11/2010,43469,No Additional Comments
1002920016,1002920016,Commercial,Not Reported,Other,1923,01/11/2010,43469,Flat (denotes a delivery service).
1002930030,1002930030,Other (input),Not Reported,Other,1977,12/22/2009,43486,Alley way
1005300017,1005300017,Commercial,Not Reported,Store,1904,01/08/2010,83676,"Three storefronts, one area labeled 'packing boxes.'"
1002920016,1002920016,Commercial,Not Reported,Other,1950,01/11/2010,43470,Flat (denotes a delivery service).
1002920016,1002920016,Commercial,Not Reported,Store,1977,01/11/2010,43472,No Additional Comments
1002920016,1002920016,Commercial,Not Reported,Other,1977,01/11/2010,43472,Flat (denotes a delivery service).
1002920016,1002920016,Unknown,Not Reported,No Features Visible,1905,01/11/2010,43468,No Additional Comments
1002920016,1002920016,Unknown,Not Reported,No Features Visible,1968,01/11/2010,43471,No Additional Comments
1002930030,1002930030,Other (input),Not Reported,Other,1894,01/06/2010,43481,Alley way
1002930030,1002930030,Unknown,Not Reported,No Features Visible,1905,12/22/2009,43482,No Additional Comments
1002930030,1002930030,Other (input),Not Reported,Other,1950,12/22/2009,43484,Alley way
1002930030,1002930030,Other (input),Not Reported,Other,1923,12/22/2009,43483,Alley way
1002930030,1002930030,Unknown,Not Reported,No Features Visible,1968,12/22/2009,43485,No Additional Comments
1002930030,1002930030,Other (input),Not Reported,Other,1980,12/22/2009,43487,Alley way
1002930030,1002930030,Other (input),Not Reported,Other,1980,12/22/2009,43487,Alley way
1005300017,1005300017,Commercial,Not Reported,Building,1895,01/08/2010,83675,No Additional Comments
1005300017,1005300017,Commercial,Not Reported,Other,1904,01/08/2010,83676,Flat (denotes a delivery service).
1005300017,1005300017,Commercial,Not Reported,Store,1921,01/08/2010,83677,"Three storefronts, one area labeled 'packing boxes.'"
1005300017,1005300017,Commercial,Not Reported,Store,1950,01/08/2010,83678,Three storefronts.
1005300017,1005300017,Commercial,Service Station,Service/Gas Station/filling station,1969,01/08/2010,83679,Filling station and auto service.
1005300017,1005300017,Commercial,Service Station,Service/Gas Station/filling station,1975,01/08/2010,83680,Filling station and auto service.
1005300017,1005300017,Commercial,Service Station,Service/Gas Station/filling station,1980,01/08/2010,83681,Filling station and auto service.
3010200001,3010200001,Not reported,Storage,Storage,1969,03/11/2015,28791,SE side of lot
1005300017,1005300017,Residential,Not Reported,Residential/dwelling,1895,01/08/2010,83675,No Additional Comments
1005300017,1005300017,Commercial,Not Reported,Other,1921,01/08/2010,83677,Flat (denotes a delivery service).
1005300017,1005300017,Commercial,Service Station,Service/Gas Station/filling station,1950,01/08/2010,83678,Filling station and auto service.
1005300017,1005300017,Commercial,Not Reported,Store,1969,01/08/2010,83679,Three storefronts.
1005300017,1005300017,Commercial,Not Reported,Store,1975,01/08/2010,83680,Three storefronts.
1005300017,1005300017,Commercial,Not Reported,Store,1980,01/08/2010,83681,Three storefronts.
3004650010,3004650010,Unknown,Not Reported,Building,1915,02/04/2010,33482,No Additional Comments
3004650010,3004650010,Residential,Not Reported,Residential/dwelling,1938,02/04/2010,33483,No Additional Comments
3010200001,3010200001,Not reported,Not Reported,No Features Visible,1922,03/11/2015,28791,
3004650010,3004650010,Commercial,Tank,Other,1886,02/04/2010,33480,"Parcel lies in the yard of the International Tile Co. with ware room, tanks, boilers, kilns, engine, and store room.  No features witin parcel boundary."
3004650010,3004650010,Residential,Not Reported,Residential/dwelling,1950,02/04/2010,33484,No Additional Comments
3004650010,3004650010,Unknown,Not Reported,No Features Visible,1980,02/04/2010,33486,No Additional Comments
3004650010,3004650010,Residential,Not Reported,Residential/dwelling,1904,02/04/2010,33481,No Additional Comments
3004650010,3004650010,Residential,Not Reported,Residential/dwelling,1969,02/04/2010,33485,No Additional Comments
3009900117,3009900117,Commercial,Coal Storage,Coal Storage,1886,02/08/2010,34565,"Hastings & Povey - two coal sheds, one stable, two small unmarked buildings."
3010200001,3010200001,City Agency/City Services,Tank,"Public Works (Dept. of Sanitation, Roads, etc.)",1980,03/18/2015,28791,Department of Sanitation Garage with onsite gas tank (NW side of lot)
3009900117,3009900117,Commercial,Works,Chemical Handling Facility,1886,02/08/2010,34565,N.T. Cory's Atlantic Sulphur Works with assocaited sulphur furnace and an engine.
3009900117,3009900117,Other (input),Not Reported,Other,1904,02/08/2010,34566,Parcel lies in roadway.
3009900117,3009900117,Other (input),Not Reported,Other,1915,02/08/2010,34567,Parcel lies in roadway.
3009900117,3009900117,Other (input),Not Reported,Other,1938,02/08/2010,34568,Parcel lies in roadway.
3009900117,3009900117,Other (input),Not Reported,Other,1950,02/08/2010,34569,Parcel lies in roadway.
3009900117,3009900117,Other (input),Not Reported,Other,1969,02/08/2010,34570,Parcel lies in roadway.
3009900117,3009900117,Other (input),Not Reported,Other,1980,02/08/2010,34571,Parcel lies in roadway.
3002080012,3002080012,Residential,Not Reported,Residential/dwelling,1969,11/24/2009,31602,No Additional Comments
1010780001,1010780001,Commercial,Garage,Auto Repair/Garage,1968,02/24/2010,41898,Auto sales and service and garage. Portion of parcel has no features visible.
1010780001,1010780001,Unknown,Not Reported,Building,1890,02/24/2010,41893,"Multiple unmarked buildings, one with associated boiler."
3002080012,3002080012,Residential,Not Reported,Residential/dwelling,1950,11/24/2009,31601,No Additional Comments
1010780001,1010780001,Industrial,Coal Storage,Coal Storage,1890,02/24/2010,41893,Coal yard with associated stable.
1010780001,1010780001,Industrial,Coal Storage,Coal Storage,1899,02/24/2010,41894,Coal yard with associated unmarked buildings.
1010780001,1010780001,Unknown,Not Reported,Building,1899,02/24/2010,41894,"Multiple unmarked buildings, one with associated boiler."
1010780001,1010780001,Commercial,Not Reported,Other,1911,02/24/2010,41895,"Dog Kennels, contractor's storage, farrier, livery and tool house."
1010780001,1010780001,Residential,Not Reported,Residential/dwelling,1911,02/24/2010,41895,Multiple residential buildings.
1010780001,1010780001,Commercial,Not Reported,Store,1911,02/24/2010,41895,Multiple storefronts.
1010780001,1010780001,Commercial,Not Reported,Store,1930,02/24/2010,41896,Woodworker
3010200001,3010200001,Not reported,Garage,No Features Visible,1938,03/11/2015,28791,
1010780001,1010780001,Commercial,Service Station,Gasoline Tank,1930,02/24/2010,41896,"Gas station w/ 4-550 gal. buried gasoline tanks. Two garages, one has 2-550 gal. buried gas tanks & other has 1-550 gal. buried gas tank & boiler. Auto service station w/ boiler & auto repairs."
1010780001,1010780001,Industrial,Works,Metal Works,1930,02/24/2010,41896,Sheet metal worker
1010780001,1010780001,Vacant,Not Reported,Building,1930,02/24/2010,41896,Second and third stories of auto repairs shop vacant.
1010780001,1010780001,Commercial,Auto Repair,Gasoline Tank,1950,02/24/2010,41897,Auto sales and service and auto parts with 1-550 gal. buried gasoline tank. Portion of parcel has no features visible.
1010780001,1010780001,Commercial,Garage,Auto Repair/Garage,1979,02/24/2010,41899,Auto sales and service and garage. Portion of parcel has no features visible.
5000010019,5000010019,Unknown,Not Reported,No Features Visible,1962,01/26/2010,104133,No Additional Comments
1005090022,1005090022,Commercial,Not Reported,Store,1905,12/23/2009,83627,Includes a flat (denotes a delivery service)
1005090022,1005090022,Commercial,Not Reported,Store,1950,12/23/2009,83629,No Additional Comments
1005090022,1005090022,Manufacturing,Manufacturing,Building,1976,12/23/2009,83631,No Additional Comments
3010200001,3010200001,Not reported,Garage,Storage,1950,03/11/2015,28791,
3010200001,3010200001,City Agency/City Services,Tank,"Public Works (Dept. of Sanitation, Roads, etc.)",1969,03/18/2015,28791,Department of Sanitation Garage with onsite gas tank (NW side of lot)
3010200001,3010200001,Not reported,Storage,Storage,1980,03/11/2015,28791,SE side of lot
3010200001,3010200001,City Agency/City Services,Tank,"Public Works (Dept. of Sanitation, Roads, etc.)",1995,03/18/2015,28791,Department of Sanitation Garage with onsite gas tank (NW side of lot)
3010200001,3010200001,City Agency/City Services,Tank,"Public Works (Dept. of Sanitation, Roads, etc.)",2007,03/18/2015,28791,Department of Sanitation Garage with onsite gas tank (NW side of lot)
3037990050,3037990045,Manufacturing,Manufacturing,Other,1966,12/02/2009,72706,Clothing manufacturing
1007350030,1007350030,Residential,Not Reported,Residential/dwelling,1899,01/14/2010,84215,No Additional Comments
3002080012,3002080012,Residential,Not Reported,Residential/dwelling,1915,11/24/2009,31599,No Additional Comments
3002080012,3002080012,Residential,Not Reported,Residential/dwelling,1938,11/24/2009,31600,No Additional Comments
1007350030,1007350030,Unknown,Not Reported,Building,1899,01/19/2010,84215,Multiple unmarked buildings.
1007350030,1007350030,Residential,Not Reported,Residential/dwelling,1911,01/19/2010,84216,Multiple residential buildings.
1003030015,1003030015,Commercial,Not Reported,Warehouse,1977,01/14/2010,43500,No Additional Comments
1003030015,1003030015,Recreation,Not Reported,Other,1977,01/14/2010,43500,Movies
1003030015,1003030015,Recreation,Not Reported,Other,1979,01/14/2010,43501,Movies
1007350030,1007350030,Commercial,Not Reported,Store,1911,01/14/2010,84216,"Multiple storefronts, includes drug store and carpenter."
1007350030,1007350030,Industrial,Works,Metal Works,1911,01/14/2010,84216,Iron works
1007350030,1007350030,Residential,Not Reported,Residential/dwelling,1930,01/19/2010,84217,Multiple residential buildings.
1007570017,1007570017,Institutional,Not Reported,Other,1980,12/23/2009,84241,Glad Tidings Tabernacle
1007570017,1007570017,Institutional,Not Reported,Other,1950,12/23/2009,84239,Glad Tidings Tabernacle
1007350030,1007350030,Commercial,Not Reported,Store,1930,01/14/2010,84217,Multiple storefronts
1007350030,1007350030,Industrial,Works,Metal Works,1930,01/14/2010,84217,Iron works
1007350030,1007350030,Industrial,Works,Metal Works,1950,01/14/2010,84218,Iron works
1007350030,1007350030,Other (input),Waste,Junkyard,1911,01/19/2010,84216,Building marked as 'junk'.
1007350030,1007350030,Residential,Not Reported,Residential/dwelling,1976,01/14/2010,84219,Multiple residential buildings
1003030015,1003030015,Residential,Not Reported,Residential/dwelling,1894,01/14/2010,43495,No Additional Comments
1003030015,1003030015,Institutional,Not Reported,Church,1905,01/14/2010,43496,Synagogue
1007350030,1007350030,Commercial,Not Reported,Store,1976,01/14/2010,84219,Multiple storefronts
1007350030,1007350030,Other (input),Not Reported,Other,1976,01/14/2010,84219,Flat (denotes a delivery service)
1007350030,1007350030,Residential,Not Reported,Residential/dwelling,1980,01/19/2010,84220,Multiple residential buildings.
1007350030,1007350030,Commercial,Not Reported,Store,1980,01/14/2010,84220,Multiple storefronts
1007350030,1007350030,Other (input),Not Reported,Other,1980,01/14/2010,84220,Flat (denotes a delivery service)
1007350030,1007350030,Unknown,Not Reported,Building,1890,01/19/2010,84214,Multiple unmarked buildings.
1007350030,1007350030,Residential,Not Reported,Residential/dwelling,1950,01/14/2010,84218,Multiple residential buildings
1003030015,1003030015,Commercial,Not Reported,Store,1905,01/14/2010,43496,Includes a flat (denotes a delivery service)
1003030015,1003030015,Commercial,Not Reported,Store,1968,01/14/2010,43498,Includes a flat (denotes a delivery service)
1003030015,1003030015,Recreation,Not Reported,Other,1968,01/14/2010,43498,Movies
1007350030,1007350030,Commercial,Not Reported,Store,1950,01/14/2010,84218,Multiple storefronts
1007350030,1007350030,Office,Not Reported,Building,1976,01/19/2010,84219,No Additional Comments
1007350030,1007350030,Commercial,Not Reported,Building,1890,01/19/2010,84214,No Additional Comments
1007570017,1007570017,Institutional,Not Reported,Church,1911,12/23/2009,84237,Baptist church
1007570017,1007570017,Institutional,Not Reported,Other,1976,12/23/2009,84240,Glad Tidings Tabernacle
1007570017,1007570017,Institutional,Not Reported,Church,1890,12/23/2009,84235,Baptist church
1007570017,1007570017,Institutional,Not Reported,Church,1899,12/23/2009,84236,Baptist church
1007570017,1007570017,Institutional,Not Reported,Other,1930,12/23/2009,84238,Glad Tidings Tabernacle
1003030015,1003030015,Commercial,Not Reported,Store,1922,01/14/2010,43497,Includes a flat (denotes a delivery service)
1003030015,1003030015,Recreation,Not Reported,Other,1922,01/14/2010,43497,Building labeled as 'Moving pictures'
1003030015,1003030015,Institutional,Not Reported,Church,1922,01/14/2010,43497,Synagogue
1003030015,1003030015,Recreation,Not Reported,Other,1976,01/14/2010,43499,Movies
1003030015,1003030015,Commercial,Not Reported,Warehouse,1976,01/14/2010,43499,No Additional Comments
1003030015,1003030015,Commercial,Not Reported,Warehouse,1979,01/14/2010,43501,No Additional Comments
1003030015,1003030015,Unknown,Not Reported,Building,1894,01/14/2010,43495,No Additional Comments
3069430130,3069430130,Other (input),Not Reported,Other,1950,01/21/2010,74082,Marine Basin Co. in Gravesend Bay. Wooden pier (dilapidated).
3069430130,3069430130,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1977,01/21/2010,74085,A portion of the parcel lies in waterway and also on a wooden pier (dilapidated).
3069430130,3069430130,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1981,01/21/2010,74086,A portion of the parcel lies in waterway and also on a wooden pier (dilapidated).
3069430130,3069430130,Other (input),Not Reported,Other,1906,01/21/2010,74080,Marine Basin Co. in Gravesend Bay. Wooden pier.
3009080149,3009080149,Other (input),Not Reported,Other,1942,12/16/2009,34463,Alleyway
3069430130,3069430130,Other (input),Not Reported,Other,1929,01/21/2010,74081,Marine Basin Co. in Gravesend Bay. Wooden pier.
3069430130,3069430130,Other (input),Not Reported,Other,1968,01/21/2010,74083,Marine Basin Co. in Gravesend Bay. Wooden pier (dilapidated).
1007570020,1007570020,Transportation,Not Reported,Parking,1980,12/23/2009,84247,Parking for Palmer Hotel
3069430130,3069430130,Other (input),Not Reported,Other,1969,01/21/2010,74084,Marine Basin Co. in Gravesend Bay. Wooden pier (dilapidated).
3069430130,3069430130,Other (input),Fill,Other,1929,03/01/2010,74081,A portion of Gravesend Bay was filled in.
3010390019,3010390019,Residential,Not Reported,Residential/dwelling,1904,02/08/2010,28863,No Additional Comments
3010390019,3010390019,Residential,Not Reported,Residential/dwelling,1915,02/08/2010,28864,No Additional Comments
3010390019,3010390019,Residential,Not Reported,Residential/dwelling,1950,02/08/2010,28866,Residential building with associated detached garage.
3010390019,3010390019,Residential,Not Reported,Residential/dwelling,1969,02/08/2010,28867,Residential building with associated detached garage.
3010390019,3010390019,Residential,Not Reported,Residential/dwelling,1979,02/08/2010,28868,No Additional Comments
3010390019,3010390019,Residential,Not Reported,Residential/dwelling,1938,02/08/2010,28865,No Additional Comments
1007570020,1007570020,Commercial,Not Reported,Building,1976,12/23/2009,84246,Palmer Hotel
1007570020,1007570020,Transportation,Not Reported,Parking,1976,12/23/2009,84246,Parking for Palmer Hotel
1007570020,1007570020,Unknown,Not Reported,Building,1890,12/23/2009,43650,No Additional Comments
1007570020,1007570020,Residential,Not Reported,Residential/dwelling,1911,12/23/2009,84243,No Additional Comments
1007570020,1007570020,Residential,Not Reported,Residential/dwelling,1930,12/23/2009,84244,No Additional Comments
1007570020,1007570020,Commercial,Not Reported,Building,1980,12/23/2009,84247,Palmer Hotel
1007570020,1007570020,Residential,Not Reported,Residential/dwelling,1950,12/23/2009,84245,No Additional Comments
3006360138,3006360138,Unknown,Not Reported,No Features Visible,1926,12/15/2009,34105,Parcel is too small to analyze accurately.
3006360138,3006360138,Unknown,Not Reported,No Features Visible,1978,12/15/2009,34108,Parcel is too small to analyze accurately.
3006360138,3006360138,Unknown,Not Reported,No Features Visible,1951,12/15/2009,34106,Parcel is too small to analyze accurately.
3006360138,3006360138,Unknown,Not Reported,No Features Visible,1888,12/15/2009,34103,Parcel is too small to analyze accurately.
3006360138,3006360138,Unknown,Not Reported,No Features Visible,1906,12/15/2009,34104,Parcel is too small to analyze accurately.
1010960034,1010960034,Residential,Not Reported,Residential/dwelling,1930,12/22/2009,41938,Multiple dwellings
3010250052,3010250052,Residential,Not Reported,Residential/dwelling,1938,02/08/2010,28816,No Additional Comments
3010500001,3010500001,City Services,Not Reported,Park/arena/stadium,1886,12/16/2009,28869,Park
1010720024,1010720024,Commercial,Not Reported,Store,1911,01/13/2010,41888,Multiple storefronts.
3010500001,3010500001,City Services,Not Reported,Park/arena/stadium,1969,12/16/2009,28874,Park
3010500001,3010500001,Commercial,Not Reported,Woodworking,1950,12/16/2009,28873,No Additional Comments
1010960034,1010960034,Commercial,Not Reported,Store,1980,12/28/2009,41941,No Additional Comments
3010250052,3010250052,Residential,Not Reported,Residential/dwelling,1904,02/08/2010,28814,Multiple residential buildings with associated sheds and small unmarked buildings.
3010500001,3010500001,Commercial,Auto Repair,Auto Repair/Garage,1950,12/16/2009,28873,No Additional Comments
3010500001,3010500001,Commercial,Not Reported,Other,1950,12/16/2009,28873,Laundry
3009080149,3009080149,Unknown,Not Reported,No Features Visible,1888,12/16/2009,34460,No Additional Comments
1010960034,1010960034,Commercial,Not Reported,Other,1968,03/05/2010,41940,N.Y. Telephone Co. Mobile Radio Service
1010960034,1010960034,Commercial,Not Reported,Store,1968,12/28/2009,41940,No Additional Comments
3010500001,3010500001,Commercial,Not Reported,Other,1938,12/16/2009,28872,Laundry in one building.  Other residential buildings and one vacant building on parcel.
3010500001,3010500001,Commercial,Not Reported,Other,1915,12/16/2009,28871,"Multiple stores, one blacksmith."
3010500001,3010500001,Commercial,Not Reported,Other,1904,12/16/2009,28870,"Multiple storefronts, one bakery."
1010960034,1010960034,Commercial,Not Reported,Other,1980,03/05/2010,41941,N.Y. Telephone Co. Mobile Radio Service
3010250052,3010250052,Residential,Not Reported,Residential/dwelling,1915,02/08/2010,28815,No Additional Comments
1010960034,1010960034,Commercial,Not Reported,Building,1890,12/22/2009,41935,No Additional Comments
3010500001,3010500001,Residential,Not Reported,Residential/dwelling,1904,12/16/2009,28870,No Additional Comments
3010500001,3010500001,Commercial,Not Reported,Other,1886,12/16/2009,28869,"Multiple storefronts, one bakery."
3010500001,3010500001,Residential,Not Reported,Residential/dwelling,1886,12/16/2009,28869,No Additional Comments
1010960034,1010960034,Unknown,Not Reported,No Features Visible,1899,12/22/2009,41936,No Additional Comments
1010960034,1010960034,Commercial,Not Reported,Store,1911,12/22/2009,41937,2 Storefronts with dwellings. 2 horizontal steam boilers
1010960034,1010960034,Industrial,Works,Metal Works,1930,12/22/2009,41938,Iron works. Includes Office & Stock rooms
3010250052,3010250052,Other (input),Not Reported,Other,1886,02/08/2010,28813,"Two unmarked buildings, shed and stable.  A large portion of the parcel has no features visibele."
3010250052,3010250052,Other (input),Storage,Other,1915,02/08/2010,28815,Oil house
3010250052,3010250052,Manufacturing,Manufacturing,Other,1915,02/08/2010,28815,"Brooklyn Alcatraz Asphalt Co. with associated stable, detached garage, store room, and cooperage."
3010250052,3010250052,Manufacturing,Manufacturing,Gasoline Tank,1938,02/08/2010,28816,Cooperage works and storage yard with one gasoline tank.
3010500001,3010500001,Residential,Not Reported,Residential/dwelling,1915,12/16/2009,28871,No Additional Comments
1010720024,1010720024,Unknown,Not Reported,Building,1890,01/13/2010,41886,Multiple unmarked buildings.
1010720024,1010720024,Unknown,Not Reported,Building,1899,01/13/2010,41887,Multiple unmarked buildings.
1010720024,1010720024,Commercial,Not Reported,Store,1930,01/13/2010,41889,Multiple storefronts.
1010720024,1010720024,Residential,Not Reported,Residential/dwelling,1930,01/13/2010,41889,Multiple residential buildings.
1010720024,1010720024,Transportation,Not Reported,Railroad Yards,1980,01/13/2010,41892,New York Central Railroad right of way.
1010720024,1010720024,Residential,Not Reported,Residential/dwelling,1911,01/13/2010,41888,Multiple residential buildings.
1010720024,1010720024,Transportation,Not Reported,Railroad Yards,1950,01/13/2010,41890,New York Central Railroad right of way.
1010720024,1010720024,Transportation,Not Reported,Railroad Yards,1968,01/13/2010,41891,New York Central Railroad right of way.
3009080149,3009080149,Other (input),Not Reported,Other,1979,12/16/2009,34466,Alleyway
3009080149,3009080149,Other (input),Not Reported,Other,1970,12/16/2009,34465,Alleyway
3009080149,3009080149,Other (input),Not Reported,Other,1951,12/16/2009,34464,Alleyway
1010960034,1010960034,Unknown,Not Reported,No Features Visible,1950,12/22/2009,41939,No Additional Comments
3010250052,3010250052,Residential,Not Reported,Residential/dwelling,1938,02/08/2010,28816,No Additional Comments
3010250052,3010250052,Manufacturing,Manufacturing,Other,1950,02/08/2010,28817,"Anro Waste Materials Inc. - Cotton waste picking & cleaning, paper storage & baling, storage yard."
3010250052,3010250052,Commercial,Not Reported,Building,1969,02/08/2010,28818,Two commercial buildings.
3010250052,3010250052,Commercial,Not Reported,Building,1980,02/08/2010,28819,Two commercial buildings.
3010250052,3010250052,Manufacturing,Chemical,"Pesticides, Herbicides & Fertilizers Manufacturing",1950,03/15/2010,28817,Insecticide Manufacturing.
3069440333,3069440333,Other (input),Not Reported,Other,1969,01/26/2010,74125,A portion of the parcel lies in roadway.
3069440333,3069440333,Other (input),Not Reported,Other,1977,01/26/2010,74126,A portion of the parcel lies in roadway.
3069440333,3069440333,Other (input),Not Reported,Other,1929,01/26/2010,74122,A portion of the parcel lies in roadway. (Bay 44th St.)
3069440333,3069440333,Other (input),Not Reported,Other,1950,01/26/2010,74123,Parcel lies in roadway. (Bay 44th St.)
3009160028,3009160028,Residential,Not Reported,Residential/dwelling,1942,12/08/2009,34498,No Additional Comments
3069440333,3069440333,Other (input),Not Reported,Other,1968,01/26/2010,74124,A portion of the parcel lies in roadway.
3069440333,3069440333,Other (input),Not Reported,Other,1980,01/26/2010,74127,A portion of the parcel lies in roadway.
3069440333,3069440333,Other (input),Not Reported,Other,1981,01/26/2010,74128,A portion of the parcel lies in roadway.
3004680060,3004680060,Residential,Not Reported,Residential/dwelling,1950,01/14/2010,33526,Two residential buildings.
3004680060,3004680060,Residential,Not Reported,Residential/dwelling,1969,01/14/2010,33527,Two residential buildings.
3004680060,3004680060,Residential,Not Reported,Residential/dwelling,1980,01/14/2010,33528,Two residential buildings.
3004680060,3004680060,Residential,Not Reported,Residential/dwelling,1886,01/14/2010,33522,Two residential buildings and one stable.
3004680060,3004680060,Residential,Not Reported,Residential/dwelling,1904,01/14/2010,33523,"Two residential buildings, one unmarked building, and one stable."
3004680060,3004680060,Residential,Not Reported,Residential/dwelling,1915,01/14/2010,33524,"One residential building, one unmarked building, and one shed."
3064910382,3064910382,Other (input),Fill,Other,1929,03/01/2010,73948,A portion of Gravesend Bay was filled in.
3004680060,3004680060,Residential,Not Reported,Residential/dwelling,1938,01/14/2010,33525,Two residential buildings.
3004680060,3004680060,Commercial,Not Reported,Store,1886,12/07/2009,33522,No Additional Comments
3009160028,3009160028,Residential,Not Reported,Residential/dwelling,1979,12/08/2009,34501,No Additional Comments
3009160028,3009160028,Residential,Not Reported,Residential/dwelling,1926,12/08/2009,34497,No Additional Comments
3009160028,3009160028,Residential,Not Reported,Residential/dwelling,1951,12/08/2009,34499,No Additional Comments
3009160028,3009160028,Residential,Not Reported,Residential/dwelling,1970,12/08/2009,34500,No Additional Comments
3009160028,3009160028,Unknown,Not Reported,No Features Visible,1888,12/08/2009,34495,No Additional Comments
3009160028,3009160028,Residential,Not Reported,Residential/dwelling,1906,12/08/2009,34496,No Additional Comments
1010700034,1010700034,Office,Not Reported,Building,1890,02/02/2010,41879,N.Y. Wall paper company. Parcel includes an office and two horizontal boilers.
1010700034,1010700034,Unknown,Not Reported,Building,1899,02/02/2010,41880,Multiple unmarked buildings.
1010700034,1010700034,Commercial,Not Reported,Store,1911,02/02/2010,41881,Multiple storefronts.
1010700034,1010700034,Residential,Not Reported,Residential/dwelling,1911,02/02/2010,41881,Multiple dwellings.
1010700034,1010700034,Commercial,Not Reported,Other,1911,02/02/2010,41881,Chinese laundry.
1010700034,1010700034,Commercial,Not Reported,Store,1968,02/02/2010,41882,Multiple storefronts.
1010700034,1010700034,Commercial,Not Reported,Store,1979,02/02/2010,41883,Multiple storefronts.
1010700034,1010700034,Residential,Not Reported,Residential/dwelling,1979,02/02/2010,41883,Multiple dwellings.
1010700034,1010700034,Residential,Not Reported,Residential/dwelling,1968,02/02/2010,41882,No Additional Comments
1010700034,1010700034,Commercial,Not Reported,Store,1982,02/02/2010,41884,Multiple storefronts.
1010700034,1010700034,Residential,Not Reported,Residential/dwelling,1982,02/02/2010,41884,Multiple dwellings.
1010700034,1010700034,Commercial,Not Reported,Store,1984,02/02/2010,41885,Multiple storefronts.
1010700034,1010700034,Residential,Not Reported,Residential/dwelling,1984,02/02/2010,41885,Multiple dwellings.
3064910382,3064910382,Residential,Not Reported,Residential/dwelling,1929,01/21/2010,73948,Multiple residential buildings with associated detached garages.
3006550030,3006550030,Commercial,Not Reported,Store,1978,01/14/2010,69966,Parcel is the yard of a J. E. Weir Co. Inc. green house with associated office.
3064910382,3064910382,Residential,Not Reported,Residential/dwelling,1950,01/21/2010,73949,Ulmer Park Houses. New York City Housing Authority Temporary Homes for Veterans. Multiple residential buildings. A portion of the parcel lies in roadway.
3064910382,3064910382,Other (input),Not Reported,Other,1968,01/21/2010,73950,A portion of the parcel lies in roadway (25th Ave.) Labeled as 'not open'.
3064910382,3064910382,Other (input),Not Reported,Other,1969,01/21/2010,73951,A portion of the parcel lies in roadway (25th Ave.) Labeled as 'not open'.
3064910382,3064910382,Other (input),Not Reported,Other,1977,01/21/2010,73952,A portion of the parcel lies in roadway (25th Ave.) Labeled as 'not open'. Also on Bay 38th St.
3064910382,3064910382,Other (input),Not Reported,Other,1980,01/21/2010,73953,A portion of the parcel lies in roadway (25th Ave.) Labeled as 'not open'.
3064910382,3064910382,Other (input),Not Reported,Other,1906,03/16/2010,73947,A portion of the parcel lies in a waterway.
3064910382,3064910382,Recreation,Not Reported,Building,1906,01/21/2010,73947,Royal Arcanum Yacht Club and Ulmer Park Bathing Pavilion.
3064910382,3064910382,Vacant,Not Reported,Building,1929,01/21/2010,73948,No Additional Comments
3010310062,3010310062,Unknown,Not Reported,No Features Visible,1886,02/08/2010,28827,No Additional Comments
3010310062,3010310062,Unknown,Not Reported,No Features Visible,1904,02/08/2010,28828,No Additional Comments
3010310062,3010310062,Commercial,Waste,Salvage Yards,1915,02/08/2010,28829,"Hudson Wrecking & Lumber Co., lumber shed and Purcell Bros. Cut Stone Works with associated office and sheds."
3010310062,3010310062,Commercial,Works,Other,1938,02/08/2010,28830,"Purcell Bros. Cut Stone Works with shed, stable, and detached garage."
